mydate,cday,dday,ma
2021-10-08,154,1,170.28571428571428
2021-10-09,209,0,186.28571428571428
2021-10-10,187,0,183.42857142857142
2021-10-11,103,0,171.42857142857142
2021-10-12,155,5,164.57142857142858
2021-10-13,156,8,164.85714285714286
2021-10-14,195,2,165.57142857142858
2021-10-15,186,1,170.14285714285714
2021-10-16,142,0,160.57142857142858
2021-10-17,129,0,152.28571428571428
2021-10-18,107,5,152.85714285714286
2021-10-19,140,0,150.71428571428572
2021-10-20,131,4,147.14285714285714
2021-10-21,120,1,136.42857142857142
2021-10-22,156,2,132.14285714285714
2021-10-23,138,3,131.57142857142858
2021-10-24,111,0,129.0
2021-10-25,69,0,123.57142857142857
2021-10-26,110,2,119.28571428571429
2021-10-27,119,2,117.57142857142857
2021-10-28,161,1,123.42857142857143
2021-10-29,147,2,122.14285714285714
2021-10-30,150,1,123.85714285714286
2021-10-31,82,0,119.71428571428571
2021-11-01,81,0,121.42857142857143
2021-11-02,149,2,127.0
2021-11-03,121,4,127.28571428571429
2021-11-04,198,3,132.57142857142858
2021-11-05,180,2,137.28571428571428
2021-11-06,175,0,140.85714285714286
2021-11-07,134,0,148.28571428571428
2021-11-08,96,0,150.42857142857142
2021-11-09,155,1,151.28571428571428
2021-11-10,189,9,161.0
2021-11-11,193,2,160.28571428571428
2021-11-12,160,0,157.42857142857142
2021-11-13,228,1,165.0
2021-11-14,132,3,164.71428571428572
2021-11-15,107,0,166.28571428571428
2021-11-16,142,0,164.42857142857142
2021-11-17,192,6,164.85714285714286
2021-11-18,236,3,171.0
2021-11-19,170,3,172.42857142857142
2021-11-20,174,1,164.71428571428572
2021-11-21,146,0,166.71428571428572
2021-11-22,150,0,172.85714285714286
2021-11-23,193,1,180.14285714285714
2021-11-24,197,6,180.85714285714286
2021-11-25,218,2,178.28571428571428
2021-11-26,179,0,179.57142857142858
2021-11-27,153,0,176.57142857142858
2021-11-28,125,1,173.57142857142858
2021-11-29,140,1,172.14285714285714
2021-11-30,190,3,171.71428571428572
2021-12-01,308,1,187.57142857142858
2021-12-02,286,3,197.28571428571428
2021-12-03,325,3,218.14285714285714
2021-12-04,328,2,243.14285714285714
